"","scientificName","ias"
"2410","Xenorhina minima","Batrachochytrium dendrobatidis"
"2411","Xenorhina oxycephala","Batrachochytrium dendrobatidis"
"2412","Xenorhina parkerorum","Batrachochytrium dendrobatidis"
"2413","Xenorhina similis","Batrachochytrium dendrobatidis"
"2414","Papurana arfaki","Batrachochytrium dendrobatidis"
"2415","Papurana aurata","Batrachochytrium dendrobatidis"
"2416","Papurana garritor","Batrachochytrium dendrobatidis"
"2417","Papurana grisea","Batrachochytrium dendrobatidis"
"2418","Papurana jimiensis","Batrachochytrium dendrobatidis"
"2419","Papurana papua","Batrachochytrium dendrobatidis"
"2420","Papurana supragrisea","Batrachochytrium dendrobatidis"
"2421","Papurana volkerjane","Batrachochytrium dendrobatidis"
"2422","Litoria auae","Batrachochytrium dendrobatidis"
"2423","Litoria multicolor","Batrachochytrium dendrobatidis"
"2424","Litoria singadanae","Batrachochytrium dendrobatidis"
"2425","Litoria verae","Batrachochytrium dendrobatidis"
"2426","Choerophryne exclamitans","Batrachochytrium dendrobatidis"
"2427","Choerophryne sanguinopicta","Batrachochytrium dendrobatidis"
"2428","Oreophryne alticola","Batrachochytrium dendrobatidis"
"2429","Oreophryne brevirostris","Batrachochytrium dendrobatidis"
"2430","Oreophryne geminus","Batrachochytrium dendrobatidis"
"2431","Oreophryne habbemensis","Batrachochytrium dendrobatidis"
"2432","Oreophryne terrestris","Batrachochytrium dendrobatidis"
"2433","Litoria rivicola","Batrachochytrium dendrobatidis"
"2434","Litoria spartacus","Batrachochytrium dendrobatidis"
"2435","Litoria humboldtorum","Batrachochytrium dendrobatidis"
"2436","Cornufer sulcatus","Batrachochytrium dendrobatidis"
"2437","Cornufer nakanaiorum","Batrachochytrium dendrobatidis"
"2438","Litoria fuscula","Batrachochytrium dendrobatidis"
"2439","Papurana milneana","Batrachochytrium dendrobatidis"
"2440","Xenorhina macrodisca","Batrachochytrium dendrobatidis"
"2441","Litoria megalops","Batrachochytrium dendrobatidis"
"2442","Litoria rara","Batrachochytrium dendrobatidis"
"2443","Xenorhina varia","Batrachochytrium dendrobatidis"
"2444","Xenorhina lanthanites","Batrachochytrium dendrobatidis"
"2445","Papurana waliesa","Batrachochytrium dendrobatidis"
"2446","Choerophryne burtoni","Batrachochytrium dendrobatidis"
"2447","Litoria scabra","Batrachochytrium dendrobatidis"
"2448","Litoria christianbergmanni","Batrachochytrium dendrobatidis"
"2449","Litoria flavescens","Batrachochytrium dendrobatidis"
"2450","Cornufer custos","Batrachochytrium dendrobatidis"
"2451","Cophixalus rajampatensis","Batrachochytrium dendrobatidis"
"2452","Cophixalus salawatiensis","Batrachochytrium dendrobatidis"
"2453","Choerophryne epirrhina","Batrachochytrium dendrobatidis"
"2454","Choerophryne grylloides","Batrachochytrium dendrobatidis"
"2455","Craugastor blairi","Batrachochytrium dendrobatidis"
"2456","Microkayla huayna","Batrachochytrium dendrobatidis"
"2457","Microkayla teqta","Batrachochytrium dendrobatidis"
"2458","Nototriton costaricense","Batrachochytrium salamandrivorans"
"2459","Allobates mcdiarmidi","Batrachochytrium dendrobatidis"
"2460","Rhinella justinianoi","Batrachochytrium dendrobatidis"
"2461","Rhinella quechua","Batrachochytrium dendrobatidis"
"2462","Nymphargus bejaranoi","Batrachochytrium dendrobatidis"
"2463","Gastrotheca splendens","Batrachochytrium dendrobatidis"
"2464","Hyloscirtus chlorosteus","Unspecified SALMONIDAE"
"2465","Yunganastes ashkapara","Batrachochytrium dendrobatidis"
"2466","Yunganastes bisignatus","Batrachochytrium dendrobatidis"
"2467","Yunganastes fraudator","Batrachochytrium dendrobatidis"
"2468","Yunganastes pluvicanorus","Batrachochytrium dendrobatidis"
"2469","Microkayla adenopleura","Batrachochytrium dendrobatidis"
"2470","Telmatobius bolivianus","Batrachochytrium dendrobatidis"
"2471","Telmatobius edaphonastes","Batrachochytrium dendrobatidis"
"2472","Telmatobius gigas","Batrachochytrium dendrobatidis"
"2473","Telmatobius huayra","Batrachochytrium dendrobatidis"
"2474","Telmatobius marmoratus","Batrachochytrium dendrobatidis"
"2475","Telmatobius sibiricus","Batrachochytrium dendrobatidis"
"2476","Telmatobius simonsi","Batrachochytrium dendrobatidis"
"2477","Telmatobius verrucosus","Batrachochytrium dendrobatidis"
"2478","Telmatobius yuracare","Batrachochytrium dendrobatidis"
"2479","Nannophryne apolobambica","Batrachochytrium dendrobatidis"
"2480","Telmatobius hintoni","Batrachochytrium dendrobatidis"
"2481","Microkayla illimani","Batrachochytrium dendrobatidis"
"2482","Telmatobius espadai","Batrachochytrium dendrobatidis"
"2483","Duttaphrynus noellerti","Batrachochytrium dendrobatidis"
"2484","Pseudophilautus folicola","Pseudophilautus hallidayi"
"2485","Pseudophilautus stellatus","Clusia rosea"
"2486","Isthmohyla graceae","Batrachochytrium dendrobatidis"
"2487","Ecnomiohyla thysanota","Batrachochytrium dendrobatidis"
"2488","Mannophryne olmonae","Batrachochytrium dendrobatidis"
"2489","Agalychnis annae","Batrachochytrium dendrobatidis"
"2490","Isthmura sierraoccidentalis","Batrachochytrium salamandrivorans"
"2491","Thorius insperatus","Batrachochytrium salamandrivorans"
"2492","Tarsius spectrumgurskyae","Felis catus"
"2493","Tarsius supriatnai","Unspecified CANIDAE"
"2494","Tarsius fuscus","Felis catus"
"2495","Oreophryne roedeli","Batrachochytrium dendrobatidis"
"2496","Chiropterotriton dimidiatus","Batrachochytrium dendrobatidis"
"2497","Pseudoeurycea nigromaculata","Batrachochytrium salamandrivorans"
"2498","Charadrahyla trux","Batrachochytrium dendrobatidis"
"2499","Sarcohyla toyota","Batrachochytrium dendrobatidis"
"2500","Bolitoglossa copinhorum","Batrachochytrium salamandrivorans"
"2501","Tarsius niemitzi","Canis familiaris"
"2502","Papurana moluccana","Batrachochytrium dendrobatidis"
"2503","Sarcohyla floresi","Batrachochytrium dendrobatidis"
"2504","Pristimantis urichi","Batrachochytrium dendrobatidis"
"2505","Anaxyrus boreas","Batrachochytrium dendrobatidis"
"2506","Atelopus loettersi","Batrachochytrium dendrobatidis"
"2507","Boophis pyrrhus","Unspecified Eucalyptus"
"2508","Bufo eichwaldi","Gambusia holbrooki"
"2509","Cophyla karenae","Batrachochytrium dendrobatidis"
"2510","Cophyla olgae","Batrachochytrium dendrobatidis"
"2511","Cophyla tsaratananaensis","Batrachochytrium dendrobatidis"
"2512","Craugastor aurilegulus","Batrachochytrium dendrobatidis"
"2513","Craugastor cyanochthebius","Batrachochytrium dendrobatidis"
"2514","Craugastor fecundus","Batrachochytrium dendrobatidis"
"2515","Dendrotriton chujorum","Batrachochytrium salamandrivorans"
"2516","Gephyromantis tahotra","Batrachochytrium dendrobatidis"
"2517","Hyloscirtus criptico","Batrachochytrium dendrobatidis"
"2518","Kassina decorata","Batrachochytrium dendrobatidis"
"2519","Leptodactylodon bicolor","Batrachochytrium dendrobatidis"
"2520","Leptodactylodon boulengeri","Batrachochytrium dendrobatidis"
"2521","Mantidactylus noralottae","Batrachochytrium dendrobatidis"
"2522","Nannophryne corynetes","Batrachochytrium dendrobatidis"
"2523","Nothophryne broadleyi","Batrachochytrium dendrobatidis"
"2524","Nototriton picucha","Batrachochytrium salamandrivorans"
"2525","Nototriton tomamorum","Batrachochytrium salamandrivorans"
"2526","Nymphargus ignotus","Batrachochytrium dendrobatidis"
"2527","Ambystoma lermaense","Lithobates catesbeianus"
"2528","Oedipina gephyra","Batrachochytrium salamandrivorans"
"2529","Oedipina petiola","Batrachochytrium salamandrivorans"
"2530","Phrynobatrachus jimzimkusi","Batrachochytrium dendrobatidis"
"2531","Phrynobatrachus manengoubensis","Batrachochytrium dendrobatidis"
"2532","Plectrohyla dasypus","Batrachochytrium dendrobatidis"
"2533","Pristimantis melanogaster","Aeromonas caviae"
"2534","Pristimantis phalarus","Batrachochytrium dendrobatidis"
"2535","Pristimantis pluvialis","Batrachochytrium dendrobatidis"
"2536","Pristimantis quantus","Batrachochytrium dendrobatidis"
"2537","Ptychadena perreti","Batrachochytrium dendrobatidis"
"2538","Rhacophorus margaritifer","Batrachochytrium dendrobatidis"
"2539","Rhinella manu","Batrachochytrium dendrobatidis"
"2540","Rhinella yanachaga","Batrachochytrium dendrobatidis"
"2541","Rhombophryne guentherpetersi","Unspecified Eucalyptus"
"2542","Rhombophryne minuta","Unspecified Eucalyptus"
"2543","Ecnomiohyla veraguensis","Batrachochytrium dendrobatidis"
"2544","Werneria submontana","Batrachochytrium dendrobatidis"
"2545","Xenopus longipes","Batrachochytrium dendrobatidis"
"2546","Amblyrhynchus cristatus","Canis familiaris"
"2547","Felis nigripes","Canis familiaris"
"2548","Telmatobius culeus","Batrachochytrium dendrobatidis"
"2549","Celestus occiduus","Herpestes auropunctatus"
"2550","Osteopilus crucialis","Batrachochytrium dendrobatidis"
"2551","Osteopilus marianae","Osteopilus septentrionalis"
"2552","Osteopilus wilderi","Batrachochytrium dendrobatidis"
"2553","Eleutherodactylus amplinympha","Batrachochytrium dendrobatidis"
"2554","Eleutherodactylus barlagnei","Felis catus"
"2555","Eleutherodactylus coqui","Batrachochytrium dendrobatidis"
"2556","Pristimantis euphronides","Eleutherodactylus johnstonei"
"2557","Eleutherodactylus glaucoreius","Osteopilus septentrionalis"
"2558","Eleutherodactylus gossei","Batrachochytrium dendrobatidis"
"2559","Eleutherodactylus grabhami","Osteopilus septentrionalis"
"2560","Eleutherodactylus griphus","Batrachochytrium dendrobatidis"
"2561","Eleutherodactylus jamaicensis","Batrachochytrium dendrobatidis"
"2562","Eleutherodactylus luteolus","Osteopilus septentrionalis"
"2563","Eleutherodactylus martinicensis","Eleutherodactylus johnstonei"
"2564","Eleutherodactylus nubicola","Unspecified Pinus"
"2565","Eleutherodactylus orcutti","Batrachochytrium dendrobatidis"
"2566","Eleutherodactylus pantoni","Osteopilus septentrionalis"
"2567","Eleutherodactylus pentasyringos","Batrachochytrium dendrobatidis"
"2568","Eleutherodactylus pinchoni","Eleutherodactylus johnstonei"
"2569","Pristimantis shrevei","Batrachochytrium dendrobatidis"
"2570","Leptodactylus albilabris","Batrachochytrium dendrobatidis"
"2571","Nidirana okinavana","Rhinella marina"
"2572","Eleutherodactylus cavernicola","Batrachochytrium dendrobatidis"
"2573","Eleutherodactylus fuscus","Batrachochytrium dendrobatidis"
"2574","Eleutherodactylus junori","Eleutherodactylus johnstonei"
"2575","Eleutherodactylus sisyphodemus","Batrachochytrium dendrobatidis"
"2576","Chalinolobus tuberculatus","Unspecified Rattus"
"2577","Phoniscus papuensis","Felis catus"
"2578","Myotis macropus","Felis catus"
"2579","Mystacina robusta","Rattus exulans"
"2580","Ozimops planiceps","Felis catus"
"2581","Falsistrellus tasmaniensis","Felis catus"
"2582","Emballonura semicaudata","Unspecified Rattus"
"2583","Bolitoglossa tamaense","Batrachochytrium dendrobatidis"
"2584","Paramesotriton hongkongensis","Batrachochytrium salamandrivorans"
"2585","Pristimantis anolirex","Batrachochytrium dendrobatidis"
"2586","Tachiramantis lentiginosus","Batrachochytrium dendrobatidis"
"2587","Gastrotheca helenae","Batrachochytrium dendrobatidis"
"2588","Bolitoglossa leandrae","Batrachochytrium dendrobatidis"
"2589","Hyloscirtus platydactylus","Batrachochytrium dendrobatidis"
"2590","Scarthyla vigilans","Batrachochytrium dendrobatidis"
"2591","Pristimantis gryllus","Batrachochytrium dendrobatidis"
"2592","Scinax manriquei","Batrachochytrium dendrobatidis"
"2593","Eleutherodactylus alticola","Batrachochytrium dendrobatidis"
"2594","Eleutherodactylus cundalli","Osteopilus septentrionalis"
"2595","Allobates algorei","Batrachochytrium dendrobatidis"
"2596","Eleutherodactylus portoricensis","Batrachochytrium dendrobatidis"
"2597","Glandirana rugosa","Lithobates catesbeianus"
"2598","Boophis nauticus","Batrachochytrium dendrobatidis"
"2599","Blommersia transmarina","Batrachochytrium dendrobatidis"
"2600","Peltophryne lemur","Rhinella marina"
"2601","Eleutherodactylus cooki","Batrachochytrium dendrobatidis"
"2602","Eleutherodactylus jasperi","Batrachochytrium dendrobatidis"
"2603","Eleutherodactylus karlschmidti","Batrachochytrium dendrobatidis"
"2604","Eleutherodactylus eneidae","Batrachochytrium dendrobatidis"
"2605","Osteopilus ocellatus","Osteopilus septentrionalis"
"2606","Eleutherodactylus gryllus","Batrachochytrium dendrobatidis"
"2607","Eleutherodactylus hedricki","Batrachochytrium dendrobatidis"
"2608","Eleutherodactylus locustus","Batrachochytrium dendrobatidis"
"2609","Eleutherodactylus monensis","Batrachochytrium dendrobatidis"
"2610","Eleutherodactylus richmondi","Batrachochytrium dendrobatidis"
"2611","Eleutherodactylus unicolor","Batrachochytrium dendrobatidis"
"2612","Eleutherodactylus wightmanae","Batrachochytrium dendrobatidis"
"2613","Eleutherodactylus juanariveroi","Batrachochytrium dendrobatidis"
"2614","Hynobius amakusaensis","Sus scrofa"
"2615","Bufo japonicus","Procyon lotor"
"2616","Limnonectes namiyei","Herpestes javanicus"
"2617","Hynobius retardatus","Procyon lotor"
"2618","Babina holsti","Herpestes javanicus"
"2619","Glandirana susurra","Lithobates catesbeianus"
"2620","Odorrana amamiensis","Herpestes auropunctatus"
"2621","Odorrana ishikawae","Herpestes auropunctatus"
"2622","Odorrana narina","Herpestes auropunctatus"
"2623","Odorrana splendida","Herpestes auropunctatus"
"2624","Zhangixalus schlegelii","Procyon lotor"
"2625","Zhangixalus arboreus","Procyon lotor"
"2626","Hynobius tokyoensis","Procambarus clarkii"
"2627","Odorrana utsunomiyaorum","Rhinella marina"
"2628","Hynobius mikawaensis","Procyon lotor"
"2629","Babina subaspera","Herpestes javanicus"
"2630","Rana japonica","Procyon lotor"
"2631","Rana tsushimensis","Fejervarya kawamurai"
"2632","Dendropsophus pelidnus","Batrachochytrium dendrobatidis"
"2633","Chiropterotriton casasi","Batrachochytrium dendrobatidis"
"2634","Chiropterotriton ceronorum","Batrachochytrium salamandrivorans"
"2635","Chiropterotriton melipona","Batrachochytrium dendrobatidis"
"2636","Chiropterotriton totonacus","Batrachochytrium dendrobatidis"
"2637","Chiropterotriton perotensis","Batrachochytrium dendrobatidis"
"2638","Atelopus halihelos","Batrachochytrium dendrobatidis"
"2639","Atelopus eusebianus","Batrachochytrium dendrobatidis"
"2640","Atelopus monohernandezii","Batrachochytrium dendrobatidis"
"2641","Atelopus pedimarmoratus","Batrachochytrium dendrobatidis"
"2642","Atelopus pictiventris","Batrachochytrium dendrobatidis"
"2643","Callithrix aurita","Callithrix jacchus"
"2644","Callithrix kuhlii","Callithrix penicillata"
"2645","Capra pyrenaica","Ammotragus lervia"
"2646","Rupicapra rupicapra","Ovis aries"
"2647","Marisora aurulae","Rattus rattus"
"2648","Arvicola amphibius","Ondatra zibethicus"
"2649","Oocatochus rufodorsatus","Lithobates catesbeianus"
"2650","Anolis bicaorum","Unspecified Rattus"
"2651","Crocodylus porosus","Brachiaria mutica"
"2652","Nactus coindemirensis","Hemidactylus frenatus"
"2653","Gongylomorphus fontenayi","Suncus murinus"
"2654","Bolyeria multocarinata","Felis catus"
"2655","Phelsuma guimbeaui","Phelsuma grandis"
"2656","Phelsuma rosagularis","Phelsuma grandis"
"2657","Chilabothrus chrysogaster","Felis catus"
"2658","Chilabothrus fordii","Herpestes auropunctatus"
"2659","Chilabothrus gracilis","Herpestes auropunctatus"
"2660","Cubophis brooksi","Felis catus"
"2661","Gongylomorphus borbonicus","Lycodon capucinus"
"2662","Phelsuma borbonica","Phelsuma grandis"
"2663","Phelsuma edwardnewtonii","Felis catus"
"2664","Hemidactylus greefii","Hemidactylus mabouia"
"2665","Chilabothrus monensis","Rattus rattus"
"2666","Chilabothrus granti","Felis catus"
"2667","Mystacina tuberculata","Unspecified Rattus"
"2668","Anolis gorgonae","Unspecified Rattus"
"2669","Anolis bonairensis","Boa constrictor"
"2670","Anolis brunneus","Rattus norvegicus"
"2671","Anolis chrysops","Unspecified Rattus"
"2672","Anolis cooki","Anolis cristatellus"
"2673","Anolis desechensis","Unspecified Rattus"
"2674","Anolis ernestwilliamsi","Anolis cristatellus"
"2675","Anolis nelsoni","Felis catus"
"2676","Anolis sabanus","Unspecified Anolis"
"2677","Tropidophis bucculentus","Felis catus"
"2678","Tropidophis feicki","Herpestes javanicus"
"2679","Tropidophis galacelidus","Herpestes javanicus"
"2680","Tropidophis hardyi","Herpestes javanicus"
"2681","Tropidophis melanurus","Herpestes javanicus"
"2682","Tropidophis morenoi","Herpestes javanicus"
"2683","Tropidophis semicinctus","Herpestes auropunctatus"
"2684","Tropidophis pardalis","Herpestes javanicus"
"2685","Tropidophis hendersoni","Herpestes javanicus"
"2686","Varanus melinus","Duttaphrynus melanostictus"
"2687","Diploderma polygonatum","Herpestes auropunctatus"
"2688","Cryptoblepharus bitaeniatus","Rattus rattus"
"2689","Cryptoblepharus caudatus","Felis catus"
"2690","Cryptoblepharus quinquetaeniatus","Agama agama"
"2691","Lygodactylus insularis","Felis catus"
"2692","Oligosoma macgregori","Rattus exulans"
"2693","Oligosoma oliveri","Unspecified Rattus"
"2694","Oligosoma notosaurus","Odocoileus virginianus"
"2695","Oligosoma fallai","Capra hircus"
"2696","Oligosoma acrinasum","Mustela nivalis"
"2697","Oligosoma hardyi","Rattus rattus"
"2698","Oligosoma moco","Rattus exulans"
"2699","Oligosoma roimata","Unspecified Rattus"
"2700","Trachylepis principensis","Trachylepis affinis"
"2701","Plestiodon longirostris","Rhinella marina"
"2702","Paniegekko madjo","Felis catus"
"2703","Epibator greeri","Felis catus"
"2704","Epibator nigrofasciolatus","Felis catus"
"2705","Phoboscincus bocourti","Unspecified FORMICIDAE"
"2706","Bavayia exsuccida","Wasmannia auropunctata"
"2707","Bavayia pulchella","Rusa timorensis"
"2708","Tropidoscincus boreus","Felis catus"
"2709","Rhacodactylus auriculatus","Unspecified RODENTIA"
"2710","Marmorosphax montana","Felis catus"
"2711","Nannoscincus hanchisteus","Wasmannia auropunctata"
"2712","Rhacodactylus trachyrhynchus","Wasmannia auropunctata"
